"203245067","MERLYN"
"203245086","ALTITUDE ZERO"
"203245117","LAGO DI LUNA"
"203245119","INIMA"
"203245295","QUIANA"
"203245312","CUPIDO"
"203245313","CLARA-MARIA"
"203245317","CARPE DIEM"
"203245341","SHANGRI-LA YW"
"203245369","PEQUOD"
"203245370","BASE CAMP"
"203245375","BAYSEEKER"
"203245377","ELLIDA"
"203245382","RESTLESS"
"203245383","BLUE STROMBOLI"
"203245405","AMICI DEL MARE 2"
"203245413","TOUJOURS BELLE"
"203245423","SUMMERWINE"
"203245429","AURORA"
"203245433","NINA"
"203245438","AVANTA"
"203245439","BERNI"
"203245443","MIZZI"
"203245445","KIWANAJO"
"203245450","ATHENA MARIS"
"203245451","ANTARES"
"203245484","SKY"
"203245496","BANDOL"
"203245499","MELAMPO"
"203245500","SALACIA"
"203245502","NORA"
"203245504","ALARA"
"203245511","NERA II"
"203245513","SARO"
"203245514","TALANTA"
"203245517","AUFWIND"
"203245520","STELLA DI MARE"
"203245522","SPES"
"203245525","REGINA MARE"
"203245526","DIVA DIVINA"
"203245529","NEUBRUECK II"
"203245635","ZAI JIAN"
"203245642","THE SPELL"
"203245643","JACOBI"
"203245647","SILENE"
"203245648","SUBATAZ"
"203245707","MARIA JOHANNA"
"203245708","LIV"
"203246076","MOVING 2"
"203246161","CHELONE"
"203246362","OCEAN BREEZE"
"203246492","EXI"
"203246618","ONE MOMENT"
"203246657","DAD'S TOY"
"203246700","PROFESSORA"
"203246711","OUR DREAM"
"203246730","THALASSA"
"203246843","GABRIELA V"
"203247082","2ND LIFE"
"203247132","ALYSSA"
"203247155","KARMA"
"203247161","AMARE VITA"
"203247170","SIA II"
"203247350","ARGONAUTA"
"203247363","NESSIE"
"203247782","OCEAN FANTASY"
"203248949","SAGAPO"
"203249077","E1"
"203249154","OLINTHIA"
"203249183","MONSTER PROJECT"
"203249222","FLY AWAY 11"
"203249392","HANSA"
"203249413","CILLY"
"203249415","VITA BEATA"
"203249442","JUNOPLANO"
"203249445","OCTOPUSSY"
"203249456","JAPPELOUP"
"203249461","WANDERING SPIRITS"
"203249464","TAHU"
"203249480","BABEL FISH"
"203249490","POSEIDON"
"203249504","ENJA"
"203249514","IDEFIX"
"203249524","PIHA"
"203250000","MY SECOND LOVE"
"203269200","LIQUIDAMBAR"
"203269300","SEQUEL"
"203285100","SELINA"
"203285200","O NASS IS"
"203295400","MONICA"
"203317100","HELENA"
"203334300","LISSY"
"203336100","PROMILLE II"
"203347300","GM"
"203348400","ILKA"
"203349300","STINE"
"203352100","THALASSA II"
"203358200","ESTRELLA"
"203359400","NEXT"
"203376400","FREEDOM"
"203389400","ARIANE"
"203401200","LEONCINO"
"203411400","SEGOKU"
"203423400","GABRIELA"
"203428200","CANOPUS"
"203429100","PANTIKI"
"203436200","CHIMERA"
"203447300","ORE FELICI"
"203448300","AURORA"
"203486100","CLANDESTINO"
"203518400","MOEWE II"
"203522300","KAHUNA"
"203541300","EL SOL"
"203549300","EURYBIA"
"203550200","ADVENTURE GALLEY"
"203559100","CAELA"
"203567200","CAROLINA"
"203572200","DRACONIA"
"203573400","LILY OF LAGUNA"
"203583100","EMMA PEEL"
"203616200","MUKTUK"
"203617200","DELPHIN"
"203618200","CHIVES"
"203619200","AELLA BI"
"203622200","NAJADE"
"203623200","BORIPA II"
"203632300","LUNA"
"203644200","MERCEDES"
"203644300","BALOU"
"203665300","WINDSPIEL"
"203684200","STEFANIE"
"203685200","DOUBLE TOUCH"
"203685400","MISS SUNSHINE"
"203686200","EL TORO"
"203687200","SAMURAI"
"203697200","TIFRICAT"
"203714400","LADY LI"
"203719400","AUGUSTA"
"203741200","W-21100"
"203741300","JOY"
"203744200","FOOTLOOSE"
"203746200","SEVEN SEAS"
"203749100","WITJE"
"203749200","CALYPSO"
"203749400","BALUKAMI"
"203751200","RICARDA"
"203752200","MONIKA"
"203753400","CALYPSO"
"203755200","FUORIONDA"
"203757300","NOSTRA"
"203758200","MAENA II"
"203759200","MARWIG"
"203761400","SNOWGOOSE II"
"203766200","WOKOLU"
"203770200","QUO VADIS"
"203771100","SHADE"
"203772200","GIPSY"
"203773200","KAIROS"
"203774200","BANDITOS"
"203776200","N-23963"
"203781200","SYMPOSION"
"203783200","DIE NEUNTE"
"203789200","DELPHIN IV"
"203792200","MONI II"
"203793200","EUROPA"
"203794200","ELIANA"
"203801200","GINA LA BLANCHE II"
"203802100","LADY VIENNA"
"203803200","BLUE MARLIN"
"203804200","CARMEN"
"203805200","W-22198"
"203808200","SILVERCURL"
"203812200","X-DREAM"
"203815200","MORGANE"
"203816200","ANTARES"
"203818100","MISTER G"
"203829400","CHOCOLATE"
"203835400","ANNI MAJ II"
"203845300","BLU 2"
"203847100","LORENA"
"203852200","MAKANI"
"203855200","WANBLI"
"203862400","GAMBA"
"203869200","TORU"
"203870200","DO"
"203872200","VIOLA"
"203873300","VITRIOL"
"203879300","TWINS"
"203880200","SIAMO"
"203883100","ILHEMA"
"203885400","TESORO"
"203888300","ESTRELLA"
"203890200","LUNZ AM MEER"
"203894300","SELENE"
"203897400","ELISA"
"203912100","IRIS"
"203940100","THURNER S"
"203948100","NELLUNA"
"205073000","NEWTON"
"205258630","INDUKALA"
"205761000","AEGEAN"
"206001002","BT-0683"
"206001003","NIKOLAY CHALY"
"209003000","ADELIA"
"209029000","FFS ARION"
"209042000","CIUDAD DE PALMA"
"209056000","BEATRIZ B"
"209075000","NINA"
"209085000","LUCKY FISH"
"209096000","MAREN"
"209108000","SW DUCHESS"
"209121000","SEA PANTHER"
"209157000","NOVA"
"209208000","BELLINI"
"209243000","PLATANOS"
"209280000","MARTHA SCHULTE"
"209297000","FRI SKIEN"
"209320000","SEA POLLOCK"
"209333000","KAPITAN MASLOV"
"209389000","VLADIVOSTOK"
"209431000","ARUN"
"209451000","AAL PARIS"
"209452000","BREB XIAN"
"209464000","KAPITAN AFANASYEV"
"209507000","AMARANTH"
"209590000","FESCO ASKOLD"
"209613000","BF LETICIA"
"209670000","FS KRISTIANSAND"
"209681000","RIX EXPLORER"
"209719000","BG IRELAND"
"209721000","ODYSSEAS I"
"209745000","LEFTERIS"
"209828000","VITA N"
"209845000","HEDDA SCHULTE"
"209906000","CMA CGM SINNAMARY"
"209920000","CMA CGM NABUCCO"
"209938000","RIX SPRING"
"209939000","A NEPITA"
"209993000","ANTONINA & LOVE"
"210032000","UBC CARTAGENA"
"210045000","CAPE BELLA V"
"210085000","FOTINI Z"
"210087000","CAPTAIN Z"
"210164000","FS BERGEN"
"210176000","FAIRPLAY-28"
"210223000","MANUELA S"
"210225000","PAGANINI"
"210240000","NEPTUN"
"210244000","IRIS I"
"210245000","PEARL RIVER"
"210249000","GREY FOX"
"210251000","BLUE SHIP"
"210252000","EMILIA"
"210253000","ALVANITH"
"210256000","VANYA"
"210257000","CAPE MARY M"
"210259000","PERTULA"
"210260000","TETHYS"
"210262000","TEREZA II"
"210264000","CAPE COD"
"210266000","KOULITSA 2"
"210280000","VLADIMIR VELIKIY"
"210281000","WEC VAN RIJN"
"210303000","DOUBLE HAPPINESS"
"210412000","ALEXANDRIA"
"210434000","SYLVE"
"210452000","PARASKEVI"
"210479000","ALMASI"
"210521000","STEEN"
"210569000","FESCO TRADER"
"210582000","SW DUKE"
"210727000","SEA TIGER"
"210793000","CONTSHIP BOX"
"211100260","DESTINY"
"211100440","FROEKEN SMILLA"
"211100490","BIFROST"
"211100600","KATI"
"211100650","CELOCULA"
"211100890","FREYA VON DEN SIEBEN INSELN"
"211101640","ARISTA"
"211102000","BALDVIN"
"211102040","CAMPARI"
"211102050","SPIRIT OF DIANA"
"211102700","NOTORIOUS"
"211103560","LISBOA"
"211104200","SUNRAY"
"211104360","SKAWPILOT 1"
"211104440","LEA"
"211104820","INGER"
"211105390","ACHAT"
"211105410","KITHARA"
"211106360","VAGABUND"
"211106760","BALU"
"211107320","JULEA"
"211107370","JOY"
"211107530","BAGHIRA"
"211108100","LADY"
"211109370","THETIS"
"211109420","MADAME"
"211109790","SAMBUCA"
"211110390","AHOJ"
"211110450","MOIN MOIN"
"211110920","KAIMILOA"
"211110960","PENELOPE"
"211111180","MARKON"
"211111330","SOPHIE"
"211111450","FLOH"
"211111840","BRELANDY"
"211112500","ARGO"
"211112550","SHACKLETON"
"211112710","CIELO"
"211112790","ROBBE"
"211113150","LADY LY"
"211113390","CARINA"
"211113440","ODIN"
"211113850","PANDA"
"211114090","BORA BORA"
"211115360","MERRY ANN"
"211115440","AMOROLO 2"
"211115560","ANNA-LENA"
"211115710","BOOT"
"211116510","SASANA"
"211116970","ANNA"
"211116990","NORDWIND"
"211117360","W57"
"211117620","LA ESTRELLA"
"211117730","FRAGEZEICHEN"
"211117890","DWARSLOOPER"
"211118690","CATAVIENTO"
"211118760","TRINITY"
"211118890","OP JOECK"
"211119080","GODEWIND"
"211119260","ESCAPE"
"211119340","MARY LOU"
"211119470","SEELORD"
"211119520","PATCHWORK'X"
"211120020","FLEUR DE MER"
"211120580","JACK RAPID"
"211120700","NEUE LIEBE"
"211120870","STILLA"
"211120950","LIBERTE"
"211121120","IONIO"
"211121400","DLRG STEDINGER"
"211121530","ANELE"
"211121650","RAGAZZI"
"211122360","MAYELLA"
"211123750","FILOU"
"211123830","SPIRIT"
"211124030","CARMELAN"
"211124470","MURIEL"
"211124890","KORMORAN"
"211124920","CHARLOTTE"
"211125420","BUDDY"
"211126580","MOI"
"211126750","SKAGERRAK"
"211127310","JAMY"
"211127330","POPEYE"
"211127610","SINDBAD"
"211127740","SPIRIT"
"211127780","SALTKRAKAN"
"211128030","FREDERICK"
"211128310","PEER GYNT"
"211128320","MUTSCH"
"211128420","BETTY"
"211128800","TRES"
"211129710","VIBRANCE"
"211129830","KALYPSO"
"211130700","ADEONAX"
"211131250","AMIGO DEL MAR"
"211131430","FRIEDA"
"211131630","ALPE BALTICA"
"211131730","BELLAVISTA"
"211131740","STINE"
"211132160","BELLE JOUR"
"211132290","ARS VIVENDI"
"211132500","MANON"
"211132510","WIKI"
"211132950","NAJADE"
"211133150","SENTINA AMICA"
"211133180","SOLVEJ"
"211133530","DLRG ADLER-20"
"211134400","SAL"
"211134480","CARA"
"211135450","TAI-PAN"
"211135480","RUMBALOTTE"
"211135930","CASAMIGOS"
"211136110","MEERWERT"
"211136520","MATTILDA"
"211136560","LUNA"
"211136890","ARBOR"
"211137140","KALI"
"211137170","SCHMIDDY'S DREAM"
"211138190","VIKING"
"211138290","SEEIGEL"
"211139010","PHILIA"
"211139130","HAI LIFE"
"211139140","CALEA"
"211139480","AQUARIUS"
"211139630","PRIMA X KLIMA"
"211139720","REGINE"
"211140150","X-PRESSO"
"211140240","HERITAGE"
"211140340","WICKIE"
"211140490","PENSE"
"211141240","BLUESKY"
"211141390","GREY MATTER"
"211141540","TROLL"
"211141880","SUNSHINE"
"211142170","TIMPETE"
"211142180","PIPPILOTTA"
"211142260","KRUSEN"
"211142390","ROLLING HOME"
"211142450","STINGRAY"
"211142620","BERTA"
"211142860","LADY JANE"
"211143050","ZIRRUS"
"211143430","RANA ALBA"
"211143800","VINO"
"211144010","ANTARES"
"211144600","TREBLE-O"
"211145200","FRIDTJOF"
"211145280","MAERA"
"211146140","TAMBARI"
"211146710","TAMAY"
"211146750","BOUNTY"
"211146830","MAINE-ZEESTER"
"211147200","FLIGHT"
"211147980","WILLEMIJN"
"211148780","HERZBLUT"
"211148870","MIRANO"
"211149000","TOM SAWYER"
"211149460","GLORIA"
"211150500","THETIS"
"211150820","ES FORTI"
"211150890","ATHENE"
"211151450","ORNEPOPFER"
"211151510","DICKE STOERDI"
"211151560","SJOELI"
"211151690","POLLUX"
"211152110","LIVE NOW"
"211152180","MIRANDA"
"211152610","MYSZKA"
"211152770","ORIONII"
"211153340","ANTEGOBE"
"211153620","JOY"
"211153720","ANTONIA"
"211153800","ROSY JANE"
"211153910","W17"
"211154020","W31"
"211154380","TUEMMLER"
"211154570","TINKERBELL"
"211154680","PARABATAI"
"211155560","KALLIPYGOS"
"211155730","BLIND DATE"
"211155770","DAKOTA"
"211156090","SPIKE"
"211156290","METROPOLISIII"
"211157430","JOHANNE"
"211157580","BALGA"
"211158010","ISABELLE"
"211158090","TAGEDIEB"
"211158240","LIBERTY"
"211158430","TIMSCHAL"
"211159060","TEMPTATION"
"211159070","NORTH STAR"
"211159670","HILDEGARD"
"211160010","KEERLKE"
"211160960","KATHARSIS"
"211161230","SIGA SIGA"
"211161480","HEIDE-RUEBSE"
"211161730","FEYA"
"211162050","FANTASY"
"211162590","RUGIA"
"211163360","JACIMO"
"211163490","OCEAN GRACE"
"211163940","MADOC"
"211164500","OYA"
"211164850","VINO 2"
"211165080","JUMENI"
"211165360","SHAUN"
"211165490","CORY"
"211165580","CUMULUS"
"211165690","ROEDE ORM"
"211165730","PEARL"
"211165800","SANREA"
"211166350","EMOCEAN"
"211166370","SEAKAYAK KEHDINGEN"
"211166540","ATLA"
"211166780","NELE"
"211167270","TA PANTA RHEI"
"211167310","WELLENTAENZER"
"211167490","JOKER"
"211167670","MAJESTIC"
"211167870","ARGO"
"211167960","SOLKYSS"
"211168690","CALA LUMOS"
"211169040","ILLE"
"211169230","RISKANT"
"211169410","DONAU"
"211169710","GRANIT GURLI"
"211169730","FIREBALL"
"211169790","FLYING KANGAROO"
"211169820","JOLANTE"
"211169860","MILLION MILES"
"211169930","AKATOMBO"
"211170000","PIROLA"
"211170060","PROUDMARY"
"211170080","SONSEEAHRAY"
"211170340","BANYAII"
"211171550","AMADEUS ROYAL"
"211171570","CHARADE"
"211171800","BORN TO LIVE"
"211171830","HAVANA"
"211172040","MAUNA KEA"
"211172360","PEARL"
"211172400","ANTAEUS"
"211173200","KEVIN"
"211173760","DORADO"
"211173770","HAJO"
"211174020","WATERNUEST"
"211174190","AMALIA"
"211174500","ALVA"
"211174720","RATZE"
"211174990","NORDIA"
"211175050","AQUILA"
"211175560","PERMINE"
"211175720","ANTARES"
"211175760","CAPTIVA"
"211175980","SYLVIAII"
"211176200","GANESHA"
"211176560","GUTEMIENE"
"211176690","BLUE WAVE"
"211176720","TOPAS"
"211177230","LIVE TIME"
"211177370","DUNNERKAIL"
"211177950","LESMONA"
"211178210","ILAYDA"
"211178450","VUE SUR MER"
"211178890","TAMANA"
"211179060","RHEA"
"211179340","DE SUDOR"
"211179740","LOVESAILS"
"211179830","DREAM"
"211179950","WINSTON"
"211180110","EXPLORER"
"211181080","W30"
"211181340","LIKEDEELER"
"211181480","FATUM"
"211181520","FLASH"
"211181980","SURABAYA"
"211183470","WHISPER"
"211183590","NAVICULA"
"211183660","MALIN"
"211183940","AVENTURAIII"
"211184020","KUTTEL DADDELDU"
"211184200","LA GRANGE"
"211184920","GOVINDA"
"211185060","KAEPT'N BLAUBAER"
"211186310","VIVA"
"211186480","SPIRIT BIRD"
"211186870","APERO"
"211187570","EMILIO"
"211188250","MAGELLAN"
"211188740","BLAUPAUSE"
"211189150","POMPELMANN"
"211189280","KISS"
"211189870","NEPOMUK"
"211190410","ISLE PACO"
"211190670","LA NINA"
"211190820","MERLIN"
"211191260","OLD LADY"
"211191370","RAPANUI"
"211191610","ANDY"
"211191940","BON VOYAGE"
"211192610","FINDUS"
"211193320","15"
"211193630","GALLOPER"
"211193670","DARK PRINZESS"
"211193980","PRINZESS"
"211194190","KUTTEL DADDELDU"
"211194360","BERNSTEIN"
"211194850","BLUE MARLIN"
"211195170","JONATHAN"
"211195310","HEART OF GOLD"
"211195510","SUN FLASH"
"211195600","SEA PEARL"
"211195720","ATARAXIA"
"211195940","SIDO 2"
"211196060","INFINITY"
"211196220","MARIE"
"211196350","MEIN BOOT 5"
"211196580","AUGUSTA"
"211197110","SURISANN"
"211197260","DON PAPA"
"211197520","BOATOX NARVAL"
"211197880","ANJULI BAI"
"211197910","R-A 133"
"211198380","XENIA"
"211199280","LOFI"
"211199680","MANUIA"
"211199990","SINDBAD"
"211200200","TABALUGA"
"211200650","INJA"
"211200990","KIVA"
"211201010","ABBAIAII"
"211201110","CARPE DIEM"
"211201200","LOTTA"
"211201230","NEO"
"211201330","DANCING QUEEN"
"211201340","SHANTY"
"211201550","LA NOTRE 2"
"211201570","SONIC"
"211201670","ESPERANZA"
"211202010","ARCHIMEDA"
"211202280","PEGASUS"
"211202480","NORDSTERN"
"211202690","WHO' S NEXT"
"211202870","WISPER"
"211203020","SOMMERWIND"
"211203680","VENTURA"
"211204520","COMEDIA"
"211204840","LUNA"
"211204940","SPIRIT OF THE SEA"
"211204960","CARMELAN"
"211204990","JELLE"
"211206220","HANNI"
"211206250","SHERRYTIME"
"211206380","JACKL"
"211206590","PINTO"
"211207160","MANATEE"
"211207380","PRIMAVERA"
"211207640","W4"
"211207650","W5"
"211207660","W7"
"211208060","KALLIOPE"
"211208180","LIBELLE"
"211208190","MILES & MORE"
"211208590","AVALONII"
"211208790","TOROA"
"211209100","HAPEA"
"211209150","CARETTA"
"211209230","MARA"
"211209340","ABALON"
"211213100","GECKO 15"
"211213370","SEELOEWE 1"
"211213380","SEELOEWE 2"
"211213390","SEELOEWE 3"
"211213400","SEELOEWE 4"
"211214450","RUT"
"211214830","FJORDFISHER"
"211215130","RESQ PEOPLE"
"211215170","ROALD AMUNDSEN"
"211215970","DAMIAN"
"211215990","SILENCE"
"211216140","PETRUSII"
"211216190","PANGAEA"
"211216650","BALTUS"
"211216960","DOOR NAR"
"211217950","VEGA"
"211218060","ASGARD"
"211218640","ALEA"
"211218680","HERLIESII"
"211219410","SAM"
"211219570","RED CLOUD"
"211219640","RELAX"
"211219710","MANANA"
"211219920","FREJAII"
"211220110","MORNING"
"211220610","BARTI"
"211221380","NORDWIND"
"211221400","GUDDE"
"211221790","LILLY"
"211221870","MS FLINTHOERN"
"211222450","BUNTERHASE"
"211222690","LOTT JONN"
"211222820","REWARD"
"211222870","CROCODILE"
"211223050","KARL WESTHOVEN"
"211223800","ALIZE"
"211223840","HALKYON"
"211223910","OHANA"
"211224500","CAMENA"
"211224780","ROSINE"
"211225310","NORDLYS"
"211225590","CINTA"
"211225690","SNILL"
"211227250","HORIZON"
"211227920","MOENCHGUT"
"211228520","MALIN"
"211229130","RAINBOW"
"211229610","CARETTA"
"211230010","PETRA"
"211230880","DOBERAN"
"211231310","MEMMERT"
"211231400","TRUE STARLIGHT"
"211231980","10"
"211232840","EILUN"
"211232900","BEEWILD"
"211233190","TOJA"
"211233550","SAVEURS"
"211234010","TATJANA"
"211234070","LUNA"
"211234610","CARPE DIEM"
"211234680","LARINA"
"211234850","HEIMLICHE LIEBE"
"211235790","BARBARA"
"211236030","PALOMA"
"211236050","CRONYI"
"211237040","WINDCHASER 2"
"211237280","CONDOR"
"211237460","MY WAY"
"211237690","LILLEBROR"
"211238580","MIETEK"
"211238900","CLANJA"
"211239160","AMAZING GRACE"
"211239340","LOTTA"
"211239670","OLIDIA"
"211240040","MAIA"
"211240110","DLRG ADLER-22"
"211240580","NAUTICA"
"211241040","B-FIVE"
"211241120","WIZARD"
"211241280","FREEDOMII"
"211241590","POGO TWO"
"211241610","EMOTION"
"211241650","BLOW YE WINDS"
"211241940","GO RABBIT GO"
"211242060","FRIDA"
"211242370","AKTHO"
"211242600","SMILLA"
"211242860","SEA WING"
"211243030","HEITMANN 1"
"211243180","FIFTY-FIFTY"
"211243370","KUMARA"
"211243790","EMS"
"211244220","MELODY"
"211244270","OKIDOKI"
"211244360","MORITZ"
"211244610","KALLIANEIRA"
"211244790","AURORA"
"211244950","MUMM"
"211245100","VERITAS"
"211245360","CAROLUS"
"211245510","MUCKI"
"211245540","THOMMY"
"211246290","WINDSPIEL"
"211246440","MRS. JINX"
"211246750","GIZMO"
"211247270","PINU"
"211247490","MAILA"
"211248520","RACKER"
"211248560","LULU1"
"211249360","TT JONQUETTE"
"211249390","MAKANI"
"211249830","SWANTJE"
"211250740","NEPTUN"
"211250900","SAMMY"
"211251090","NAMI"
"211251840","TROPIC"
"211252470","RED PEARL"
"211252850","ONEDIN"
"211253160","KAITAIA"
"211253330","GULLIVER"
"211253630","SARA"
"211253740","CASSY"
"211254310","TANIMARA"
"211255130","OSTESAND"
"211255260","HELGA"
"211255270","CATALINA"
"211255960","BLUE BOX"
"211256050","JOY"
"211256140","W25"
"211256150","INTELLIGENT PURSUIT"
"211256690","MAHALO"
"211256700","TIMPE TE"
"211256740","REFUGIA"
"211256780","MAXIMA"
"211257430","EMILY"
"211257520","SUNNY STAR"
"211257880","ALIBABA"
"211258030","LIBERTE"
"211258530","JAX"
"211259110","JOSEPHA"
"211259160","XENIA"
"211259310","HAPPY"
"211260510","WOODSTOCK"
"211260560","SCHARHOERN"
"211260900","BLUE RAY"
"211261010","TAMOTE"
"211261770","STARGATE"
"211262350","PURE"
"211262680","NORIS"
"211262840","SUNRISE"
"211262870","PANACHE"
"211262990","NAUSIKAA"
"211263170","EINSTEIN"
"211263290","SIRIUS"
"211263300","CHILI"
"211263550","LUETT MATTEN"
"211264150","JANNE"
"211264390","AAGE"
"211264420","SAPHIRA"
"211264680","PAULA"
"211264800","SIRIUS"
"211264820","HAVELSCHIPPER"
"211264860","NAOS"
"211265720","MOANA"
"211265910","NORDEN"
"211266070","ZEPHYR"
"211266140","MARTITA"
"211266470","FAIRPLAYXVII"
"211266720","SYN"
"211266900","MEDUSA"
"211267240","SOMMERVOGEL"
"211267260","HALE BOPP"
"211267320","NERISSA"
"211267390","CRAZY"
"211267630","DORMA"
"211268150","GEKKO"
"211268240","AVIO"
"211268260","FINALLY"
"211268480","SAPHIA"
"211268670","HIWI"
"211269060","TIED NOG"
"211269310","TARO"
"211269800","BALTIG"
"211269860","SUICIDE SQUAD"
"211269950","OLEK"
"211270120","CYRENE"
"211270250","CARIOCA"
"211270370","TIME BANDIT"
"211270590","APPLEPIE"
"211270670","BELLA MIA"
"211271290","AMPHITRITE"
"211271790","INKEN"
"211271950","SORLANDET"
"211272070","PALUMA 1"
"211272350","SCARLETT"
"211272950","BELLE EPOQUE"
"211273040","JOME"
"211273120","AMIGO"
"211273510","FOXI"
"211273620","FIX"
"211274160","VIGO"
"211274680","ODIN"
"211275570","ALBATROS"
"211275750","ALBATROS"
"211276180","LA BONIN"
"211276920","CATALINA"
"211276930","ELLEN"
"211277280","AZIZAM"
"211277690","BLUE WATER"
"211278380","TOMMY"
"211278770","TIGRIS"
"211279230","DRESDEN"
"211279240","PRAG"
"211279470","ESCAPE"
"211279490","ORLO"
"211279620","DABDEH"
"211279780","ROLLING STONE"
"211279990","KEEN TIED"
"211280080","MARIELLE"
"211280130","WINDBREKER"
"211280790","ALEXANDRA"
"211281080","SEEPOCKE"
"211281180","BAGATELLE"
"211281230","HULDA"
"211281420","CIANDRA"
"211281610","SEA-WATCH 3"
"211281900","FUJARA"
"211282250","ABATON"
"211282530","BIRGIT"
"211283140","ALCOR"
"211283170","PARA ELLI"
"211283330","KARO"
"211283520","ZEEUWIN"
"211283580","FORTUNE"
"211283640","JOKER"
"211283850","VINO"
"211284210","PERCY"
"211284650","FLYING CLOUD"
"211284700","WIEBKE"
"211285020","DLRG VERSUCHSBOOT 1"
"211285060","DLRG VERSUCHSBOOT 2"
"211285150","NOAH"
"211285220","SANTELMO"
"211285400","BIGGI"
"211285740","MA BELLE"
"211286340","RASMOUSSE"
"211286470","SKYROAD"
"211286750","TINA"
"211286940","THETIS"
"211287270","EDITA"
"211287370","MOBILIS"
"211287710","PINGUIN"
"211287760","REGINE"
"211289500","TOHALONA"
"211289550","CALOU"
"211290970","1"
"211291120","VAGABUND"
"211292320","RABAN"
"211292450","KALINKA"
"211292620","WIZARD"
"211293250","GWENDOLYNN"
"211293400","ROSE"
"211293480","ALVERNA"
"211293630","SEEKATZE"
"211293810","DWARSLOEPER"
"211294050","FRANCIS"
"211294060","KARLCHEN"
"211294130","CARIBA"
"211294140","REGINA MARIS"
"211294160","POLARIS"
"211294780","MILONGA"
"211295160","TWIRRE"
"211296030","LISA"
"211296900","BLUE MAJAAL"
"211297310","HENNES"
"211297500","TUULI"
"211297590","GILLA"
"211298310","SCHNACKFASS"
"211298330","211298330 – 211311680"
"211298420","SISUII"
"211298760","BUISE"
"211298830","THETIS"
"211299170","WHY NOT"
"211299210","KEY OF LIFE"
"211299970","BLAUE MAUS"
"211300510","BEATS"
"211301210","CRAZY DAISY"
"211301310","CALYPSO"
"211301850","PONTOS"
"211301980","ELUNIA"
"211302350","ELTANIN"
"211302360","ZUBENELGENUBI"
"211303460","SEEADLER"
"211303890","BUNNY BEE"
"211304700","JELLE"
"211305020","SWEETY"
"211305230","ADORO"
"211305610","UNDINE"
"211306370","LADY LUV"
"211306430","YAMILA"
"211306530","CHRISTINA"
"211306540","SALTKRAKAN"
"211306570","PURA VIDA"
"211306720","TILDA"
"211306970","MATILDA"
"211307060","PANTA RHEI"
"211307110","MOONLIGHT"
"211307220","TIDERUNNER"
"211307290","TIJUANA"
"211307630","CORASUN"
"211307710","MORA MORA"
"211307940","TARIFA"
"211308610","NIMMERDOR"
"211309210","INDIGO MOON"
"211309710","HEIN GODENWIND"
"211311600","JEANNIE"
"211311680","BLUE"
"211311840","PEGASUS"
"211312110","CISCO"
"211312270","DESPACITO"
"211312440","ELENA 1"
"211312700","NYLA"
"211312710","ACTANIA"
"211313030","DER KLEINE PRINZ"
"211313220","APRES-SKI"
"211313250","BELLE EPOQUE"
"211313430","MAGELANUSIII"
"211313690","LONA"
"211314570","SMILLA"
"211314750","AINSLEIGH FEHMARN"
"211314760","SUNNY"
"211314810","BANISHANTA"
"211314910","ADMILO"
"211315080","DORA"
"211315250","OBELIX"
"211315400","TUFF TUFF"
