0,SUGPUUSR----
1,SUGPUUSR----
2,SUGPUUSR----
3,SUGPUUSR----
4,SUGPUUSR----
5,SUGPUUSR----
6,SUGPEVC-----
7,SUGPEVC-----
8,SUGPEVC-----
9,SUGPEVC-----
10,SUGPUUSR----
11,SUGPEVC-----
12,SUGPUUSR----
13,SUGPUCFO----
14,SUGPEVCF----
15,SUGPUUSR----
