"A0", "SUAPCF----"
"A1", "SUAPCF----"
"A2", "SUAPCF----"
"A3", "SUAPCF----"
"A4", "SUAPCF----"
"A5", "SUAPCF----"
"A6", "SUAPCF----"
"A7", "SUAPCH----"
"B0", "SUAPC-----"
"B1", "SUAPC-----"
"B2", "SUAPCL----"
"B3", "SUAPC-----"
"B4", "SUAPC-----"
"B5", "SUAPC-----"
"B6", "SUAPMFQ---"
"B7", "SUPPL-----"
"C0", "SUGP------"
"C1", "SUGP------"
"C2", "SUGP------"
"C3", "SUGP------"
