0,Underway
1,At Anchor
2,Not Under Command
3,RAM
4,Constrained by Draught
5,Moored
6,Aground
7,Fishing
8,Sailing
9,Undefined
10,Undefined
11,Towing
12,Towing/Pushing
13,Undefined
14,SART/EPIRB
15,Undefined
